Identifier,InChI.Key.x,logFC_HL,logFC_LH,logFC_LL,logRSDfc_HL,logRSDfc_LH,logRSDfc_LL,CohenD_HL_effect,Mag_HL_effect,CI_inf_HL_effect,CI_sup_HL_effect,CohenD_LH_effect,Mag_LH_effect,CI_inf_LH_effect,CI_sup_LH_effect,CohenD_LL_effect,Mag_LL_effect,CI_inf_LL_effect,CI_sup_LL_effect,PubChem,Pr(>Chisq)_overall,InChI.Key.y,Identifier_R,DO_p.value,pH_p.value,pH:DO_p.value,Annotation,KEGG,SMILES,Pr..Chisq._overall,VIP_PLSDA,PLSDA,uniDO,unipH,unipHxDO,method,method_simple
1.23_568.34,LSOWKZULVQWMLY-APPDJCNMSA-N,0.0362361219248513,0.299775214704718,1.44502157653001,0.0929836250905183,0.102679722555122,1.53838208496457,-0.0389445295256808,negligible,-0.766770570499469,0.688881511448108,-0.316183211002843,small,-1.04847335156518,0.416106929559497,-0.498876285197285,small,-1.25140840681636,0.253655836421791,10415542,0.217518753321566,LSOWKZULVQWMLY-APPDJCNMSA-N,LPC..22.6.,0.278055169182983,0.15940314097201,0.29622194913906,LPC (22:6),C04230,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,NA,NA,NA,NA,NA,NA,NA,not_sig
1.31_482.32,RJZVWDTYEWCUAR-JOCHJYFZSA-N,0.228162866394765,0.24676100014406,0.684173735115802,-0.514220286562153,0.20199385660638,-0.0344906159820431,-0.307148528662345,small,-1.03918405813313,0.424887000808445,-0.255597664041352,small,-0.98632021118607,0.475124883103366,-0.761329940632369,medium,-1.52878343800124,0.00612355673649823,24779458,0.192336003998706,RJZVWDTYEWCUAR-JOCHJYFZSA-N,LPC..15.0.,0.158079176212279,0.136170722839187,0.608961876919473,LPC (15:0),NA,CCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,NA,NA,NA,NA,NA,NA,NA,not_sig
1.35_520.34,SPJFYYJXNPEZDW-FTJOPAKQSA-N,-0.366469573995188,-0.246615841037631,0.0921145332258124,-1.78236269158717,-1.28332370651213,-0.657579718110396,0.35822939706132,small,-0.375341428651358,1.091800222774,0.243065060363764,small,-0.487374326243642,0.97350444697117,-0.0887253689123657,negligible,-0.830195595968965,0.652744858144234,11005824,0.491271786300732,SPJFYYJXNPEZDW-FTJOPAKQSA-N,LPC..18.2.,0.88826185730779,0.781948401272521,0.239262296540386,LPC (18:2),NA,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,NA,NA,NA,NA,NA,NA,NA,not_sig
1.46_301.22,JAZBEHYOTPTENJ-JLNKQSITSA-N,0.242865467352022,0.0872200689772029,0.249822580951083,-0.380152033688501,-0.168493365153409,-0.458414635363781,-0.217849307440632,small,-0.947761806983453,0.51206319210219,-0.072734389843134,negligible,-0.800732036506846,0.655263256820578,-0.228743358447268,small,-0.972266233366293,0.514779516471758,446284,0.928075462387722,JAZBEHYOTPTENJ-JLNKQSITSA-N,FA..20.5...eicosapentaenoicacid.,0.590152345225569,0.996098624998231,0.772676454992906,FA (20:5) (eicosapentaenoicacid),C06428,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,NA,NA,NA,NA,NA,NA,NA,not_sig
1.51_554.34,ASWBNKHCZGQVJV-HSZRJFAPSA-N,0.174456115561435,0.157220360159601,0.636819693915848,-0.682510839769231,0.219867291025035,-0.160364318305422,-0.235970443821441,small,-0.966255798373533,0.494314910730651,-0.157641199570889,negligible,-0.886527713323946,0.571245314182169,-0.730369619292476,medium,-1.49575705236976,0.0350178137848087,460602,0.246314319169198,ASWBNKHCZGQVJV-HSZRJFAPSA-N,LPC..16.0.,0.175375376968299,0.199536645780751,0.512045240040009,LPC (16:0),C04230,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,NA,NA,NA,NA,NA,NA,NA,not_sig
1.53_452.28,CKPBBEOJHAPPBT-HXUWFJFHSA-N,0.0847389994056016,0.117483095774196,0.638393353762369,-0.781206511624996,0.117596604824732,-0.414938360363596,-0.100991136125654,negligible,-0.829211956029567,0.627229683778258,-0.107759847970018,negligible,-0.836044893032513,0.620525197092477,-0.711550605392704,medium,-1.47572149914316,0.0526202883577519,53480922,0.226827679843632,CKPBBEOJHAPPBT-HXUWFJFHSA-N,LPE..16.0.,0.222794204586274,0.178033137577758,0.368346194218235,LPE (16:0),NA,CCCCCCCCCCCCCCCC(=O)O[C@H](CO)COP(=O)(O)OCCN,NA,NA,NA,NA,NA,NA,NA,not_sig
1.55_277.22,DTOSIQBPPRVQHS-PDBXOOCHSA-N,0.205867456372866,0.270409675891962,0.112114874166654,0.0939199057290576,-0.407143921582848,-0.423343393183152,-0.201815577092906,small,-0.931422858674656,0.527791704488844,-0.318240128413456,small,-1.05058925487415,0.414108998047242,-0.130651552470358,negligible,-0.872546968655832,0.611243863715116,5280934,0.828430669515843,DTOSIQBPPRVQHS-PDBXOOCHSA-N,FA..18.3...linolenicacid.,0.951533166826957,0.714039487102936,0.473475711542339,FA (18:3) (linolenicacid),C06427,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,NA,NA,NA,NA,NA,NA,NA,not_sig
1.68_327.23,MBMBGCFOFBJSGT-KUBAVDMBSA-N,0.237920892115554,0.060385040681691,-0.309045936259338,-0.0509612496992062,-0.450412462520554,-0.820100259376511,-0.142966414257027,negligible,-0.871652561845765,0.58571973333171,-0.0410555270025596,negligible,-0.76888924867978,0.686778194674661,0.209142619540611,small,-0.533984361407373,0.952269600488596,445580,0.695295428932856,MBMBGCFOFBJSGT-KUBAVDMBSA-N,FA..22.6...docosahexaenoicacid.,0.840350690344334,0.544057462657321,0.459636002503479,FA (22:6) (docosahexaenoicacid),C06429,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O,NA,NA,NA,NA,NA,NA,NA,not_sig
1.80_522.35,YAMUFBLWGFFICM-PTGWMXDISA-N,-0.916107405514323,-0.71789107065208,-0.213240469021589,-2.30137950504713,-1.43597807826658,-1.51529023953021,0.358851119948315,small,-0.374739823062028,1.09244206295866,0.293669476322141,small,-0.437999757568681,1.02533871021296,0.0993742823636768,negligible,-0.642188562938626,0.84093712766598,16081932,0.510970879369702,YAMUFBLWGFFICM-PTGWMXDISA-N,LPC..18.1.,0.656007282381222,0.85933286937684,0.267466081622001,LPC (18:1),C04230,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,NA,NA,NA,NA,NA,NA,NA,not_sig
1.81_253.22,SECPZKHBENQXJG-FPLPWBNLSA-N,0.234094505389162,0.096344919641874,-0.00303884333128934,-0.281729912682548,-0.480268108906562,0.0488309772508213,-0.222025160181033,small,-0.952020957080236,0.507970636718169,-0.0961270593589692,negligible,-0.824304294979411,0.632050176261472,0.00256626653804174,negligible,-0.738540155155753,0.743672688231837,445638,0.831316718601481,SECPZKHBENQXJG-FPLPWBNLSA-N,FA..16.1...palmitoleicacid.,0.897654382898465,0.66955790565454,0.433465972405275,FA (16:1) (palmitoleicacid),C08362,CCCCCC/C=C\CCCCCCCC(=O)O,NA,NA,NA,NA,NA,NA,NA,not_sig
10,ODHCTXKNWHHXJC-VKHMYHEASA-N,0.186415223385582,-0.660408512024878,0.183564496776642,0.554107406942138,0.0879827414284478,0.709702810717578,-0.214959205056937,small,-0.944814975228736,0.514896565114863,0.91756004114617,large,0.138476516642481,1.69664356564986,-0.19519036076085,negligible,-0.924678299522247,0.534297578000546,7405,0.374789314337616,ODHCTXKNWHHXJC-VKHMYHEASA-N,oxoproline,0.286513795480815,0.646273084137763,0.462467452450951,oxoproline,C01879,C1CC(=O)N[C@@H]1C(=O)O,NA,NA,NA,NA,NA,NA,NA,not_sig
10.54_898.79_10.54_903.74,OEJXMJPFOHYSIU-GRLFFVHSSA-N,-0.530560993870679,-0.422331825279851,-0.56132477154404,-0.153393211402209,-0.873849704479727,-0.375967322581376,0.438262832306278,small,-0.298178872023626,1.17470453663618,0.394314474119294,small,-0.340480708410196,1.12910965664878,0.473827642993389,small,-0.277593553979586,1.22524883996636,9544294,0.554579495219173,OEJXMJPFOHYSIU-GRLFFVHSSA-N,TG..54.5..A,0.406785649266886,0.549706221577535,0.677133159543917,TG (54:5) A,NA,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCCC/C=C\CCCCCCCC,NA,NA,NA,NA,NA,NA,NA,not_sig
100721,OOWQBDFWEXAXPB-UHFFFAOYSA-N,0.0231739601296503,0.374262403957667,1.06724624946124,-0.950158227269872,0.365825721031785,1.42965773267974,-0.0280484019511327,negligible,-0.755841243057713,0.699744439155448,-0.300084842930397,small,-1.04534543589309,0.445175750032296,-0.373984500358412,small,-1.1080757005999,0.360106699883076,72733,0.428515164271329,OOWQBDFWEXAXPB-UHFFFAOYSA-N,hexadecylglycerol.NIST,0.463531418694966,0.218365645317183,0.481391669673838,hexadecylglycerol NIST,C13859,CCCCCCCCCCCCCCCCOCC(CO)O,NA,NA,NA,NA,NA,NA,NA,not_sig
104393,BITHHVVYSMSWAG-KTKRTIGZSA-N,0.213721999848604,0.210925892775778,0.298907809045636,-0.280369757551965,0.267324199373675,-0.779753671258762,-0.257628115401782,small,-0.988397867479733,0.47314163667617,-0.205814908866076,small,-0.948878176690119,0.537248358957966,-0.417458149471228,small,-1.15309920156606,0.318182902623606,5282768,0.776022156279186,BITHHVVYSMSWAG-KTKRTIGZSA-N,cis.gondoic.acid,0.556187922540696,0.578249910033628,0.853489767247937,cis-gondoic acid,C16526,CCCCCCCC/C=C\CCCCCCCCCC(=O)O,NA,NA,NA,NA,NA,NA,NA,not_sig
106429,FGSBNBBHOZHUBO-UHFFFAOYSA-N,-0.17902413141899,0.0792783922343538,-0.303016330409262,0.218342683432705,0.0727796497862885,0.731318694621464,0.24519279542942,small,-0.485293669554951,0.975679260413791,-0.113948371450577,negligible,-0.855654948416722,0.627758205515569,0.340423655767858,small,-0.39258560666539,1.07343291820111,71,0.687692723927253,FGSBNBBHOZHUBO-UHFFFAOYSA-N,X2.ketoadipic.acid,0.409164295957758,0.857448858015612,0.735846868118931,2-ketoadipic acid,C00322,C(CC(=O)C(=O)O)CC(=O)O,NA,NA,NA,NA,NA,NA,NA,not_sig
11,IPCSVZSSVZVIGE-UHFFFAOYSA-N,0.0215639437617412,0.0220446477185376,-0.0151666352516671,-0.145180921826172,-0.363423928844965,0.52937329466927,-0.0809936611387985,negligible,-0.809049037665683,0.647061715388086,-0.0877680200061489,negligible,-0.829230433819196,0.653694393806899,0.0437890409651636,negligible,-0.684055228536407,0.771633310466734,985,0.979885339118172,IPCSVZSSVZVIGE-UHFFFAOYSA-N,palmitic.acid,0.937125932808455,0.936063921931178,0.722553273644766,palmitic acid,C00249,CCCCCCCCCCCCCCCC(=O)O,NA,NA,NA,NA,NA,NA,NA,not_sig
110304,CGSJXLIKVBJVRY-XTGBIJOFSA-N,-0.115016057734202,0.321492345060474,0.311404342998092,0.144309675363179,0.0336293445792322,0.351514217003306,0.191186588449927,negligible,-0.538231150453728,0.920604327353582,-0.549973284104958,medium,-1.30494324335349,0.204996675143579,-0.45861523012048,small,-1.19587694937631,0.278646489135352,92746,0.144407050518271,CGSJXLIKVBJVRY-XTGBIJOFSA-N,zymosterol,0.734058820299553,0.0271840475567621,0.786812045606486,zymosterol,C05437,C[C@H](CCC=C(C)C)[C@H]1CC[C@@H]2[C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H](C4)O)C)C,NA,NA,NA,NA,NA,NA,NA,not_sig
12,KDXKERNSBIXSRK-YFKPBYRVSA-N,0.384899171369621,-0.614770978737674,-0.38795460206409,-0.0740966087161503,-0.354318270941733,-0.0427390039306843,-0.316144585422764,small,-1.04843362193877,0.416144451093246,0.503052868173381,medium,-0.24966988824577,1.25577562459253,0.311949962373999,small,-0.42021997089,1.044119895638,5962,0.271619050313776,KDXKERNSBIXSRK-YFKPBYRVSA-N,lysine,0.454312430111045,0.147766568235786,0.780220661462585,lysine,C00047,C(CCN)C[C@@H](C(=O)O)N,NA,NA,NA,NA,NA,NA,NA,not_sig
120765,DCAYPVUWAIABOU-UHFFFAOYSA-N,-0.633537679282716,-0.033546575519928,-0.564033860190692,1.03604282238603,0.915544962151839,1.05048504496197,1.09663631761537,large,0.316093071644582,1.87717956358615,0.0565774870229378,negligible,-0.684676706995679,0.797831681041555,0.961450398569136,large,0.192796866598524,1.73010393053975,11006,0.0370331624072657,DCAYPVUWAIABOU-UHFFFAOYSA-N,hexadecane,0.0309652514361361,0.997004974281536,0.843227927497304,hexadecane,C14499,CCCCCCCCCCCCCCCC,NA,NA,NA,NA,NA,NA,NA,not_sig
12092,LQZZUXJYWNFBMV-UHFFFAOYSA-N,-0.18325856488163,-0.0296485278842411,0.0618388285616671,0.434107153526357,-0.0964863694793561,1.49206092674357,0.59527219924321,medium,-0.148427728892277,1.3389721273787,0.116016069423185,negligible,-0.625712487828352,0.857744626674722,-0.109516520707606,negligible,-0.837818913779996,0.618785872364785,8193,0.498061842418093,LQZZUXJYWNFBMV-UHFFFAOYSA-N,dodecanol,0.73210231289555,0.377064978475671,0.25744553777751,dodecanol,C02277,CCCCCCCCCCCCO,NA,NA,NA,NA,NA,NA,NA,not_sig
12266,QAOWNCQODCNURD-UHFFFAOYSA-N,-0.795105572756484,-0.190197907388876,-0.331647222673187,-0.0600708380842692,-0.00754300243099415,0.494488368461463,0.500178205835661,medium,-0.238870564004656,1.23922697567598,0.125129196679237,negligible,-0.616700937609785,0.86695933096826,0.184545889567077,negligible,-0.544758608573575,0.91385038770773,1118,0.627409788277601,QAOWNCQODCNURD-UHFFFAOYSA-N,sulfuric.acid,0.301288680764077,0.845568012809463,0.483430718865448,sulfuric acid,C00059,OS(=O)(=O)O,NA,NA,NA,NA,NA,NA,NA,not_sig
127,TUNFSRHWOTWDNC-UHFFFAOYSA-N,0.0760708801381256,-0.0150384503220238,0.0141140566682765,0.591415605856637,-0.619471529765708,0.282446401167321,-0.205787954034241,small,-0.935468692117182,0.523892784048699,0.0616538937456437,negligible,-0.679628061456644,0.802935848947932,-0.0442802471433825,negligible,-0.772126484087787,0.683565989801022,11005,0.87346489793294,TUNFSRHWOTWDNC-UHFFFAOYSA-N,myristic.acid,0.587684583424585,0.691224540559436,0.792482155764764,myristic acid,C06424,CCCCCCCCCCCCCC(=O)O,NA,NA,NA,NA,NA,NA,NA,not_sig
127715,DLRVVLDZNNYCBX-RTPHMHGBSA-N,-0.255324818262848,-0.410124458551135,-0.234910156084243,-0.409280055298522,-0.91141646105625,-0.236264857033537,0.304358451974964,small,-0.427599923014395,1.03631682696432,0.502472268480764,medium,-0.250223894991721,1.25516843195325,0.270367566396752,small,-0.460706808814951,1.00144194160846,439193,0.493740326771153,DLRVVLDZNNYCBX-RTPHMHGBSA-N,isomaltose,0.784784947740393,0.398323909556039,0.402723066725901,isomaltose,C00252,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H](C(O2)O)O)O)O)O)O)O)O,NA,NA,NA,NA,NA,NA,NA,not_sig
130396,DRAJWRKLRBNJRQ-UHFFFAOYSA-M,0.00747949514565249,0.122051088851972,-0.245364298270859,0.517161966896644,-0.29396976336122,0.325639370346881,-0.0145581619772315,negligible,-0.742324860465792,0.713208536511329,-0.322926562914747,small,-1.06884156615644,0.422988440326949,0.527365799264472,medium,-0.212933182930016,1.26766478145896,16639161,0.18751187657763,DRAJWRKLRBNJRQ-UHFFFAOYSA-M,hydroxycarbamate.NIST,0.148623813289429,0.655567362741718,0.132105283347043,hydroxycarbamate NIST,C01563,C(=O)(NO)O,NA,NA,NA,NA,NA,NA,NA,not_sig
134959,DLIKSSGEMUFQOK-SFTVRKLSSA-N,0.0701669814255359,-0.333984112462433,0.118705928295809,0.140847199474963,-0.35913822726855,-0.580735850706589,-0.0804939732547793,negligible,-0.808545680951207,0.647557734441648,0.430216420843226,small,-0.319403628424123,1.17983647011057,-0.171457267877144,negligible,-0.900550244415801,0.557635708661513,92794,0.470983314095885,DLIKSSGEMUFQOK-SFTVRKLSSA-N,X4..5.dihydroxy.7.glucosyloxyflavanone,0.330906085785569,0.596783239590887,0.511690572209295,4',5-dihydroxy-7-glucosyloxyflavanone,C09099,C1[C@H](OC2=CC(=CC(=C2C1=O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)C4=CC=C(C=C4)O,NA,NA,NA,NA,NA,NA,NA,not_sig
1373,GUBGYTABKSRVRQ-QUYVBRFLSA-N,-0.217062186924187,-0.817639762014736,-0.0835627215041939,-0.569631462369923,-1.23043803304235,-0.678897291665445,0.120611360154429,negligible,-0.607807069999581,0.849029790308439,0.412509981088905,small,-0.336427260188344,1.16144722236615,0.0483841912796916,negligible,-0.679479340746009,0.776247723305392,6255,0.57386676837404,GUBGYTABKSRVRQ-QUYVBRFLSA-N,cellobiose,0.677186932154635,0.517066602516571,0.360507586094082,cellobiose,C01971,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O,NA,NA,NA,NA,NA,NA,NA,not_sig
14,QIVBCDIJIAJPQS-VIFPVBQESA-N,0.407930266520557,-0.944188580535913,-0.54743505759801,-0.158097561967891,-0.56405212833206,-0.260699600497746,-0.269900184392175,small,-1.00096312619497,0.461162757410622,0.572611337518227,medium,-0.183511865262289,1.32873454029874,0.351857718757546,small,-0.381508915887389,1.08522435340248,6305,0.265130529273921,QIVBCDIJIAJPQS-VIFPVBQESA-N,tryptophan,0.464819539215844,0.154060376543947,0.885499013926174,tryptophan,C00078,C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N,NA,NA,NA,NA,NA,NA,NA,not_sig
14755,VZCYOOQTPOCHFL-OWOJBTEDSA-N,-0.17604813273794,0.132852770720758,-0.143801984090061,0.541557730674167,0.401967020608593,0.568909998316838,0.497478115200707,small,-0.241449991526111,1.23640622192753,-0.389163454474122,small,-1.13724336758427,0.358916458636021,0.400223814033258,small,-0.334782852672757,1.13523048073927,444972,0.0827596718853519,VZCYOOQTPOCHFL-OWOJBTEDSA-N,fumaric.acid,0.0217742014472679,0.373006053132886,0.55787236913721,fumaric acid,C00122,C(=C/C(=O)O)\C(=O)O,NA,NA,NA,NA,NA,NA,NA,not_sig
15,AGPKZVBTJJNPAG-WHFBIAKZSA-N,-0.0662594375585428,-0.331380201582055,-0.436911482389862,-0.81695594725507,-0.289098068093976,-0.708021131765293,0.114766615339597,negligible,-0.613589294383867,0.84312252506306,0.496087494849688,small,-0.256318194281694,1.24849318398107,0.692383313184679,medium,-0.05686169350893,1.44162831987829,6306,0.0986809845993456,AGPKZVBTJJNPAG-WHFBIAKZSA-N,isoleucine,0.579245663870405,0.0489132075135605,0.951646343673235,isoleucine,C00407,CC[C@H](C)[C@@H](C(=O)O)N,NA,NA,NA,NA,NA,NA,NA,not_sig
16,OUYCCCASQSFEME-QMMMGPOBSA-N,0.0870867160859898,-0.422967811919461,-0.576680872105641,-0.199355099210668,0.0323499322899625,0.00471465936409121,-0.0961802193499261,negligible,-0.824357919695601,0.631997480995749,0.422941720957004,small,-0.326394399288534,1.17227784120254,0.575699676690029,medium,-0.166979437582996,1.31837879096305,6057,0.472302900384072,OUYCCCASQSFEME-QMMMGPOBSA-N,tyrosine,0.9875660634546,0.232425047949167,0.85337394357783,tyrosine,C00082,C1=CC(=CC=C1C[C@@H](C(=O)O)N)O,NA,NA,NA,NA,NA,NA,NA,not_sig
161,KDYFGRWQOYBRFD-UHFFFAOYSA-N,-0.481557207543679,-0.643961237511373,-0.558429630270119,-1.21777661854415,-0.938534112158614,-1.21400210755314,0.438635445162905,small,-0.29782094563008,1.17509183595589,0.543735492463942,medium,-0.210924570666467,1.29839555559435,0.498158319234891,small,-0.240800125129088,1.23711676359887,1110,0.181416760706847,KDYFGRWQOYBRFD-UHFFFAOYSA-N,succinic.acid,0.430638770762132,0.221653359825601,0.302768534615768,succinic acid,C00042,C(CC(=O)O)C(=O)O,NA,NA,NA,NA,NA,NA,NA,not_sig
162,FBPFZTCFMRRESA-JGWLITMVSA-N,0.0307768375993422,-0.0657393510618061,0.0246737707455438,0.204543866142984,-0.180309398596751,0.698647265687961,-0.0509139334647095,negligible,-0.778788889454023,0.676961022524604,0.12368619089787,negligible,-0.618127348676231,0.865499730471971,-0.0325935181818582,negligible,-0.760398895297237,0.695211858933521,5780,0.988753681139182,FBPFZTCFMRRESA-JGWLITMVSA-N,sorbitol,0.889531454855392,0.826666756918166,0.996649145303715,sorbitol,C00794,C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O,NA,NA,NA,NA,NA,NA,NA,not_sig
165,OYHQOLUKZRVURQ-HZJYTTRNSA-N,-0.243199646394748,0.0156816222322682,-0.445131615849556,0.604700341111362,0.340983557211627,0.447860857952308,0.403434447800557,small,-0.331688414442498,1.13855731004361,-0.0285802626423873,negligible,-0.76972416862478,0.712563643340006,0.794070069948826,medium,0.0381765874310892,1.54996355246656,5280450,0.151797754031983,OYHQOLUKZRVURQ-HZJYTTRNSA-N,linoleic.acid,0.10181070051004,0.654163424428052,0.572150802420943,linoleic acid,C01595,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,NA,NA,NA,NA,NA,NA,NA,not_sig
16544,DSCFFEYYQKSRSV-FEPQRWDDSA-N,-0.236995652787591,-0.212292717461334,0.537555176967098,1.04980934419649,0.8245908121193,0.27589032994925,0.214262743472703,small,-0.515579468595557,0.944104955540963,0.21553765516603,small,-0.527714619564727,0.958789929896787,-0.6383933697819,medium,-1.38445733022887,0.107670590665069,164619,0.435556979687527,DSCFFEYYQKSRSV-FEPQRWDDSA-N,pinitol,0.546572905068348,0.4909287729567,0.36709509377525,pinitol,C03844,COC1[C@@H]([C@H](C([C@@H]([C@@H]1O)O)O)O)O,NA,NA,NA,NA,NA,NA,NA,not_sig
1662,HMFHBZSHGGEWLO-SOOFDHNKSA-N,-0.183759411146751,0.156439231694245,-0.392058713006545,-0.289958454757057,0.826297025730307,0.405423120012581,0.196169124474271,negligible,-0.533336195629109,0.92567444457765,-0.105582943234605,negligible,-0.847204621413858,0.636038734944647,0.338533131629596,small,-0.394418163254189,1.07148442651338,5779,0.689502135168425,HMFHBZSHGGEWLO-SOOFDHNKSA-N,ribose,0.292563267483993,0.993149570369523,0.602198910302689,ribose,C00121,C([C@@H]1[C@H]([C@H](C(O1)O)O)O)O,NA,NA,NA,NA,NA,NA,NA,not_sig
16661,CZMRCDWAGMRECN-UGDNZRGBSA-N,-1.97144502739073,-1.4151408108934,-1.62312474819064,-2.07750222981659,-1.07023391648091,-2.44063784841401,0.362386702369357,small,-0.371319295327375,1.09609270006609,0.2944551457826,small,-0.450651444980897,1.0395617365461,0.328527193493669,small,-0.404122599519334,1.06117698650667,5988,0.448067931364314,CZMRCDWAGMRECN-UGDNZRGBSA-N,sucrose,0.379115399659275,0.537987417348369,0.448008988471614,sucrose,C00089,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,NA,NA,NA,NA,NA,NA,NA,not_sig
16668,WQZGKKKJIJFFOK-PHYPRBDBSA-N,0.394748671092296,-0.270780804289988,0.57843405825089,-0.423642320898119,-0.695801657480149,-0.369455511245515,-0.330841902853412,small,-1.06356065011949,0.401876844412667,0.221629903687741,small,-0.521745221705784,0.965005029081266,-0.47503127953127,small,-1.21298082666477,0.262918267602234,439357,0.161777513756895,WQZGKKKJIJFFOK-PHYPRBDBSA-N,galactose,0.0387178951876358,0.987312629781348,0.452673712925819,galactose,C00984,C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O)O)O)O)O,NA,NA,NA,NA,NA,NA,NA,not_sig
16713,BXWNKGSJHAJOGX-UHFFFAOYSA-N,0.123999836575592,0.208715516207803,0.255815275632241,1.4864550507701,0.727929000690147,0.92669011039684,-0.251643758507831,small,-0.982275446566496,0.478987929550834,-0.655635020271544,medium,-1.41636818265365,0.10509814211056,-0.704681248636816,medium,-1.45468493399784,0.0453224367242067,2682,0.601603592510818,BXWNKGSJHAJOGX-UHFFFAOYSA-N,X1.hexadecanol,0.61208440362722,0.368007552782179,0.786103373974855,1-hexadecanol,C00823,CCCCCCCCCCCCCCCCO,NA,NA,NA,NA,NA,NA,NA,not_sig
1678,QEFRNWWLZKMPFJ-YGVKFDHGSA-N,0.318578006503371,-0.124251672672148,-0.10427817336347,0.454179145456694,0.659774190468307,0.299754178966964,-0.442713043067005,small,-1.17933094789819,0.293904861764184,0.167138300837685,negligible,-0.575259087441965,0.909535689117335,0.162679988772982,negligible,-0.56627982143612,0.891639798982085,158980,0.597449719131996,QEFRNWWLZKMPFJ-YGVKFDHGSA-N,methionine.sulfoxide,0.541868380658615,0.390976784124014,0.658773612805265,methionine sulfoxide,C02989,CS(=O)CC[C@@H](C(=O)O)N,NA,NA,NA,NA,NA,NA,NA,not_sig
1687,AWUCVROLDVIAJX-UHFFFAOYSA-N,-0.696647239691199,-0.735318653918405,-0.698499461079125,-1.56140950732849,-0.735316655394813,-1.22091467660831,0.247957314645043,small,-0.482590926523717,0.978505555813804,0.244712613164124,small,-0.499158833536888,0.988584059865137,0.245410539509868,small,-0.485080766263033,0.975901845282768,754,0.75885795187283,AWUCVROLDVIAJX-UHFFFAOYSA-N,glycerol.alpha.phosphate,0.685145561174033,0.655892391887513,0.601329749260641,glycerol-alpha-phosphate,C03189,C(C(COP(=O)(O)O)O)O,NA,NA,NA,NA,NA,NA,NA,not_sig
1692,RWQNBRDOKXIBIV-UHFFFAOYSA-N,-0.455518968769528,-0.57642881910275,-0.489775824852773,-0.458967360776471,-0.078708322722024,-0.358162745599648,0.509980725333096,medium,-0.229511425365496,1.24947287603169,0.587649872796933,medium,-0.169264128424194,1.34456387401806,0.536547668529507,medium,-0.204187985379989,1.277283322439,1135,0.226955768883689,RWQNBRDOKXIBIV-UHFFFAOYSA-N,thymine,0.468103285296077,0.276025052483679,0.330603786323873,thymine,C00178,CC1=CNC(=O)NC1=O,NA,NA,NA,NA,NA,NA,NA,not_sig
170785,AVXURJPOCDRRFD-UHFFFAOYSA-N,-0.124949372772917,0.047953275361504,-0.200030728758062,0.473459318313445,-0.453369281080563,0.554593175489018,0.264750044956818,small,-0.466188209068847,0.995688298982483,-0.13850818676,negligible,-0.880501326543936,0.603484953023936,0.412079697933762,small,-0.32336056528376,1.14751996115128,787,0.395267339385029,AVXURJPOCDRRFD-UHFFFAOYSA-N,hydroxylamine,0.113588842071151,0.934171633018983,0.602129555875616,hydroxylamine,C00192,NO,NA,NA,NA,NA,NA,NA,NA,not_sig
1712,RHGKLRLOHDJJDR-BYPYZUCNSA-N,0.865434170398878,-0.14803566660742,0.180543712312952,0.752868717569497,-0.547099523471813,-0.215924796085331,-0.614035868157563,medium,-1.35874508461301,0.13067334829788,0.198307241470141,negligible,-0.544616017046594,0.941230499986876,-0.230168248322382,small,-0.96033099898519,0.499994502340426,9750,0.252497104336327,RHGKLRLOHDJJDR-BYPYZUCNSA-N,citrulline,0.185014494151738,0.344771026049804,0.479869951253826,citrulline,C00327,C(C[C@@H](C(=O)O)N)CNC(=O)N,NA,NA,NA,NA,NA,NA,NA,not_sig
