compound.type	class	term	sig.compounds	background.compounds	pval	padj
lipid	KEGG_pathway	Arachidonic acid metabolism [map00590]	32	33	9.81518658173273e-08	1.42320205435125e-05
lipid	KEGG_pathway	alpha-Linolenic acid metabolism [map00592]	32	33	9.81518658173273e-08	1.42320205435125e-05
lipid	KEGG_pathway	Linoleic acid metabolism [map00591]	32	35	7.31727772958156e-06	0.000795753953091995
lipid	KEGG_pathway	Glycerophospholipid metabolism [map00564]	34	40	0.000168433806773584	0.0146537411893018
lipid	KEGG_pathway	Biosynthesis of secondary metabolites [map01110]	32	39	0.0019733812149834	0.122631546931111
lipid	KEGG_pathway	Retrograde endocannabinoid signaling [map04723]	32	39	0.0019733812149834	0.122631546931111
lipid	KEGG_pathway	Metabolic pathways [map01100]	32	46	0.289010256117884	1
lipid	KEGG_pathway	Cutin, suberine and wax biosynthesis [map00073]	1	2	0.888933601609658	1
lipid	KEGG_pathway	Phototransduction - fly [map04745]	1	2	0.888933601609658	1
lipid	KEGG_pathway	Fatty acid biosynthesis [map00061]	1	3	0.964587525150905	1
lipid	KEGG_pathway	Biosynthesis of plant secondary metabolites [map01060]	1	4	0.989063794531897	1
lipid	KEGG_pathway	Biosynthesis of unsaturated fatty acids [map01040]	3	14	0.999987360926315	1
lipid	KEGG_pathway	Glycolysis / Gluconeogenesis [map00010]	0	0	1	1
lipid	KEGG_pathway	Citrate cycle (TCA cycle) [map00020]	0	0	1	1
lipid	KEGG_pathway	Pentose phosphate pathway [map00030]	0	0	1	1
lipid	KEGG_pathway	Pentose and glucuronate interconversions [map00040]	0	0	1	1
lipid	KEGG_pathway	Fructose and mannose metabolism [map00051]	0	0	1	1
lipid	KEGG_pathway	Galactose metabolism [map00052]	0	0	1	1
lipid	KEGG_pathway	Ascorbate and aldarate metabolism [map00053]	0	0	1	1
lipid	KEGG_pathway	Fatty acid elongation [map00062]	0	0	1	1
lipid	KEGG_pathway	Fatty acid degradation [map00071]	0	0	1	1
lipid	KEGG_pathway	Synthesis and degradation of ketone bodies [map00072]	0	0	1	1
lipid	KEGG_pathway	Steroid biosynthesis [map00100]	0	0	1	1
lipid	KEGG_pathway	Primary bile acid biosynthesis [map00120]	0	0	1	1
lipid	KEGG_pathway	Secondary bile acid biosynthesis [map00121]	0	0	1	1
lipid	KEGG_pathway	Ubiquinone and other terpenoid-quinone biosynthesis [map00130]	0	0	1	1
lipid	KEGG_pathway	Steroid hormone biosynthesis [map00140]	0	0	1	1
lipid	KEGG_pathway	Oxidative phosphorylation [map00190]	0	0	1	1
lipid	KEGG_pathway	Photosynthesis [map00195]	0	0	1	1
lipid	KEGG_pathway	Arginine biosynthesis [map00220]	0	0	1	1
lipid	KEGG_pathway	Purine metabolism [map00230]	0	0	1	1
lipid	KEGG_pathway	Caffeine metabolism [map00232]	0	0	1	1
lipid	KEGG_pathway	Pyrimidine metabolism [map00240]	0	0	1	1
lipid	KEGG_pathway	Alanine, aspartate and glutamate metabolism [map00250]	0	0	1	1
lipid	KEGG_pathway	Tetracycline biosynthesis [map00253]	0	0	1	1
lipid	KEGG_pathway	Aflatoxin biosynthesis [map00254]	0	0	1	1
lipid	KEGG_pathway	Glycine, serine and threonine metabolism [map00260]	0	0	1	1
lipid	KEGG_pathway	Monobactam biosynthesis [map00261]	0	0	1	1
lipid	KEGG_pathway	Cysteine and methionine metabolism [map00270]	0	0	1	1
lipid	KEGG_pathway	Valine, leucine and isoleucine degradation [map00280]	0	0	1	1
lipid	KEGG_pathway	Geraniol degradation [map00281]	0	0	1	1
lipid	KEGG_pathway	Valine, leucine and isoleucine biosynthesis [map00290]	0	0	1	1
lipid	KEGG_pathway	Lysine biosynthesis [map00300]	0	0	1	1
lipid	KEGG_pathway	Lysine degradation [map00310]	0	0	1	1
lipid	KEGG_pathway	Penicillin and cephalosporin biosynthesis [map00311]	0	0	1	1
lipid	KEGG_pathway	Arginine and proline metabolism [map00330]	0	0	1	1
lipid	KEGG_pathway	Clavulanic acid biosynthesis [map00331]	0	0	1	1
lipid	KEGG_pathway	Carbapenem biosynthesis [map00332]	0	0	1	1
lipid	KEGG_pathway	Prodigiosin biosynthesis [map00333]	0	0	1	1
lipid	KEGG_pathway	Histidine metabolism [map00340]	0	0	1	1
lipid	KEGG_pathway	Tyrosine metabolism [map00350]	0	0	1	1
lipid	KEGG_pathway	Phenylalanine metabolism [map00360]	0	0	1	1
lipid	KEGG_pathway	Chlorocyclohexane and chlorobenzene degradation [map00361]	0	0	1	1
lipid	KEGG_pathway	Benzoate degradation [map00362]	0	0	1	1
lipid	KEGG_pathway	Bisphenol degradation [map00363]	0	0	1	1
lipid	KEGG_pathway	Fluorobenzoate degradation [map00364]	0	0	1	1
lipid	KEGG_pathway	Furfural degradation [map00365]	0	0	1	1
lipid	KEGG_pathway	Tryptophan metabolism [map00380]	0	0	1	1
lipid	KEGG_pathway	Phenylalanine, tyrosine and tryptophan biosynthesis [map00400]	0	0	1	1
lipid	KEGG_pathway	Novobiocin biosynthesis [map00401]	0	0	1	1
lipid	KEGG_pathway	Benzoxazinoid biosynthesis [map00402]	0	0	1	1
lipid	KEGG_pathway	Indole diterpene alkaloid biosynthesis [map00403]	0	0	1	1
lipid	KEGG_pathway	Staurosporine biosynthesis [map00404]	0	0	1	1
lipid	KEGG_pathway	Phenazine biosynthesis [map00405]	0	0	1	1
lipid	KEGG_pathway	beta-Alanine metabolism [map00410]	0	0	1	1
lipid	KEGG_pathway	Taurine and hypotaurine metabolism [map00430]	0	0	1	1
lipid	KEGG_pathway	Phosphonate and phosphinate metabolism [map00440]	0	0	1	1
lipid	KEGG_pathway	Selenocompound metabolism [map00450]	0	0	1	1
lipid	KEGG_pathway	Cyanoamino acid metabolism [map00460]	0	0	1	1
lipid	KEGG_pathway	D-Glutamine and D-glutamate metabolism [map00471]	0	0	1	1
lipid	KEGG_pathway	D-Arginine and D-ornithine metabolism [map00472]	0	0	1	1
lipid	KEGG_pathway	D-Alanine metabolism [map00473]	0	0	1	1
lipid	KEGG_pathway	Glutathione metabolism [map00480]	0	0	1	1
lipid	KEGG_pathway	Starch and sucrose metabolism [map00500]	0	0	1	1
lipid	KEGG_pathway	N-Glycan biosynthesis [map00510]	0	0	1	1
lipid	KEGG_pathway	Mucin type O-glycan biosynthesis [map00512]	0	0	1	1
lipid	KEGG_pathway	Mannose type O-glycan biosynthesis [map00515]	0	0	1	1
lipid	KEGG_pathway	Amino sugar and nucleotide sugar metabolism [map00520]	0	0	1	1
lipid	KEGG_pathway	Streptomycin biosynthesis [map00521]	0	0	1	1
lipid	KEGG_pathway	Biosynthesis of 12-, 14- and 16-membered macrolides [map00522]	0	0	1	1
lipid	KEGG_pathway	Polyketide sugar unit biosynthesis [map00523]	0	0	1	1
lipid	KEGG_pathway	Neomycin, kanamycin and gentamicin biosynthesis [map00524]	0	0	1	1
lipid	KEGG_pathway	Acarbose and validamycin biosynthesis [map00525]	0	0	1	1
lipid	KEGG_pathway	Glycosaminoglycan degradation [map00531]	0	0	1	1
lipid	KEGG_pathway	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate [map00532]	0	0	1	1
lipid	KEGG_pathway	Glycosaminoglycan biosynthesis - heparan sulfate / heparin [map00534]	0	0	1	1
lipid	KEGG_pathway	Lipopolysaccharide biosynthesis [map00540]	0	0	1	1
lipid	KEGG_pathway	O-Antigen nucleotide sugar biosynthesis [map00541]	0	0	1	1
lipid	KEGG_pathway	Peptidoglycan biosynthesis [map00550]	0	0	1	1
lipid	KEGG_pathway	Glycerolipid metabolism [map00561]	0	0	1	1
lipid	KEGG_pathway	Inositol phosphate metabolism [map00562]	0	0	1	1
lipid	KEGG_pathway	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis [map00563]	0	6	1	1
lipid	KEGG_pathway	Ether lipid metabolism [map00565]	0	0	1	1
lipid	KEGG_pathway	Lipoarabinomannan (LAM) biosynthesis [map00571]	0	0	1	1
lipid	KEGG_pathway	Arabinogalactan biosynthesis - Mycobacterium [map00572]	0	0	1	1
lipid	KEGG_pathway	Sphingolipid metabolism [map00600]	0	4	1	1
lipid	KEGG_pathway	Pyruvate metabolism [map00620]	0	0	1	1
lipid	KEGG_pathway	Dioxin degradation [map00621]	0	0	1	1
lipid	KEGG_pathway	Xylene degradation [map00622]	0	0	1	1
lipid	KEGG_pathway	Toluene degradation [map00623]	0	0	1	1
lipid	KEGG_pathway	Polycyclic aromatic hydrocarbon degradation [map00624]	0	0	1	1
lipid	KEGG_pathway	Chloroalkane and chloroalkene degradation [map00625]	0	0	1	1
lipid	KEGG_pathway	Naphthalene degradation [map00626]	0	0	1	1
lipid	KEGG_pathway	Aminobenzoate degradation [map00627]	0	0	1	1
lipid	KEGG_pathway	Glyoxylate and dicarboxylate metabolism [map00630]	0	0	1	1
lipid	KEGG_pathway	Nitrotoluene degradation [map00633]	0	0	1	1
lipid	KEGG_pathway	Propanoate metabolism [map00640]	0	0	1	1
lipid	KEGG_pathway	Ethylbenzene degradation [map00642]	0	0	1	1
lipid	KEGG_pathway	Styrene degradation [map00643]	0	0	1	1
lipid	KEGG_pathway	Butanoate metabolism [map00650]	0	0	1	1
lipid	KEGG_pathway	C5-Branched dibasic acid metabolism [map00660]	0	0	1	1
lipid	KEGG_pathway	One carbon pool by folate [map00670]	0	0	1	1
lipid	KEGG_pathway	Methane metabolism [map00680]	0	0	1	1
lipid	KEGG_pathway	Carbon fixation in photosynthetic organisms [map00710]	0	0	1	1
lipid	KEGG_pathway	Carbon fixation pathways in prokaryotes [map00720]	0	0	1	1
lipid	KEGG_pathway	Thiamine metabolism [map00730]	0	0	1	1
lipid	KEGG_pathway	Riboflavin metabolism [map00740]	0	0	1	1
lipid	KEGG_pathway	Vitamin B6 metabolism [map00750]	0	0	1	1
lipid	KEGG_pathway	Nicotinate and nicotinamide metabolism [map00760]	0	0	1	1
lipid	KEGG_pathway	Pantothenate and CoA biosynthesis [map00770]	0	0	1	1
lipid	KEGG_pathway	Biotin metabolism [map00780]	0	0	1	1
lipid	KEGG_pathway	Lipoic acid metabolism [map00785]	0	0	1	1
lipid	KEGG_pathway	Folate biosynthesis [map00790]	0	0	1	1
lipid	KEGG_pathway	Atrazine degradation [map00791]	0	0	1	1
lipid	KEGG_pathway	Retinol metabolism [map00830]	0	0	1	1
lipid	KEGG_pathway	Porphyrin and chlorophyll metabolism [map00860]	0	0	1	1
lipid	KEGG_pathway	Terpenoid backbone biosynthesis [map00900]	0	0	1	1
lipid	KEGG_pathway	Indole alkaloid biosynthesis [map00901]	0	0	1	1
lipid	KEGG_pathway	Monoterpenoid biosynthesis [map00902]	0	0	1	1
lipid	KEGG_pathway	Limonene and pinene degradation [map00903]	0	0	1	1
lipid	KEGG_pathway	Diterpenoid biosynthesis [map00904]	0	0	1	1
lipid	KEGG_pathway	Brassinosteroid biosynthesis [map00905]	0	0	1	1
lipid	KEGG_pathway	Carotenoid biosynthesis [map00906]	0	0	1	1
lipid	KEGG_pathway	Zeatin biosynthesis [map00908]	0	0	1	1
lipid	KEGG_pathway	Sesquiterpenoid and triterpenoid biosynthesis [map00909]	0	0	1	1
lipid	KEGG_pathway	Nitrogen metabolism [map00910]	0	0	1	1
lipid	KEGG_pathway	Sulfur metabolism [map00920]	0	0	1	1
lipid	KEGG_pathway	Caprolactam degradation [map00930]	0	0	1	1
lipid	KEGG_pathway	Phenylpropanoid biosynthesis [map00940]	0	0	1	1
lipid	KEGG_pathway	Flavonoid biosynthesis [map00941]	0	0	1	1
lipid	KEGG_pathway	Anthocyanin biosynthesis [map00942]	0	0	1	1
lipid	KEGG_pathway	Isoflavonoid biosynthesis [map00943]	0	0	1	1
lipid	KEGG_pathway	Flavone and flavonol biosynthesis [map00944]	0	0	1	1
lipid	KEGG_pathway	Stilbenoid, diarylheptanoid and gingerol biosynthesis [map00945]	0	0	1	1
lipid	KEGG_pathway	Isoquinoline alkaloid biosynthesis [map00950]	0	0	1	1
lipid	KEGG_pathway	Tropane, piperidine and pyridine alkaloid biosynthesis [map00960]	0	0	1	1
lipid	KEGG_pathway	Betalain biosynthesis [map00965]	0	0	1	1
lipid	KEGG_pathway	Glucosinolate biosynthesis [map00966]	0	0	1	1
lipid	KEGG_pathway	Aminoacyl-tRNA biosynthesis [map00970]	0	0	1	1
lipid	KEGG_pathway	Metabolism of xenobiotics by cytochrome P450 [map00980]	0	0	1	1
lipid	KEGG_pathway	Insect hormone biosynthesis [map00981]	0	0	1	1
lipid	KEGG_pathway	Drug metabolism - cytochrome P450 [map00982]	0	0	1	1
lipid	KEGG_pathway	Drug metabolism - other enzymes [map00983]	0	0	1	1
lipid	KEGG_pathway	Steroid degradation [map00984]	0	0	1	1
lipid	KEGG_pathway	Biosynthesis of various secondary metabolites - part 3 [map00997]	0	0	1	1
lipid	KEGG_pathway	Biosynthesis of various secondary metabolites - part 2 [map00998]	0	0	1	1
lipid	KEGG_pathway	Biosynthesis of various secondary metabolites - part 1 [map00999]	0	0	1	1
lipid	KEGG_pathway	Biosynthesis of ansamycins [map01051]	0	0	1	1
lipid	KEGG_pathway	Type I polyketide structures [map01052]	0	0	1	1
lipid	KEGG_pathway	Biosynthesis of siderophore group nonribosomal peptides [map01053]	0	0	1	1
lipid	KEGG_pathway	Nonribosomal peptide structures [map01054]	0	0	1	1
lipid	KEGG_pathway	Biosynthesis of vancomycin group antibiotics [map01055]	0	0	1	1
lipid	KEGG_pathway	Biosynthesis of type II polyketide backbone [map01056]	0	0	1	1
lipid	KEGG_pathway	Biosynthesis of type II polyketide products [map01057]	0	0	1	1
lipid	KEGG_pathway	Acridone alkaloid biosynthesis [map01058]	0	0	1	1
lipid	KEGG_pathway	Biosynthesis of enediyne antibiotics [map01059]	0	0	1	1
lipid	KEGG_pathway	Biosynthesis of phenylpropanoids [map01061]	0	0	1	1
lipid	KEGG_pathway	Biosynthesis of terpenoids and steroids [map01062]	0	0	1	1
lipid	KEGG_pathway	Biosynthesis of alkaloids derived from shikimate pathway [map01063]	0	0	1	1
lipid	KEGG_pathway	Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid [map01064]	0	0	1	1
lipid	KEGG_pathway	Biosynthesis of alkaloids derived from histidine and purine [map01065]	0	0	1	1
lipid	KEGG_pathway	Biosynthesis of alkaloids derived from terpenoid and polyketide [map01066]	0	0	1	1
lipid	KEGG_pathway	Biosynthesis of plant hormones [map01070]	0	1	1	1
lipid	KEGG_pathway	Microbial metabolism in diverse environments [map01120]	0	0	1	1
lipid	KEGG_pathway	Carbon metabolism [map01200]	0	0	1	1
lipid	KEGG_pathway	2-Oxocarboxylic acid metabolism [map01210]	0	0	1	1
lipid	KEGG_pathway	Fatty acid metabolism [map01212]	0	0	1	1
lipid	KEGG_pathway	Degradation of aromatic compounds [map01220]	0	0	1	1
lipid	KEGG_pathway	Biosynthesis of amino acids [map01230]	0	0	1	1
lipid	KEGG_pathway	beta-Lactam resistance [map01501]	0	0	1	1
lipid	KEGG_pathway	Vancomycin resistance [map01502]	0	0	1	1
lipid	KEGG_pathway	Cationic antimicrobial peptide (CAMP) resistance [map01503]	0	0	1	1
lipid	KEGG_pathway	EGFR tyrosine kinase inhibitor resistance [map01521]	0	0	1	1
lipid	KEGG_pathway	Endocrine resistance [map01522]	0	0	1	1
lipid	KEGG_pathway	Antifolate resistance [map01523]	0	0	1	1
lipid	KEGG_pathway	ABC transporters [map02010]	0	0	1	1
lipid	KEGG_pathway	Two-component system [map02020]	0	0	1	1
lipid	KEGG_pathway	Quorum sensing [map02024]	0	0	1	1
lipid	KEGG_pathway	Biofilm formation - Pseudomonas aeruginosa [map02025]	0	0	1	1
lipid	KEGG_pathway	Biofilm formation - Escherichia coli [map02026]	0	0	1	1
lipid	KEGG_pathway	Bacterial chemotaxis [map02030]	0	0	1	1
lipid	KEGG_pathway	Phosphotransferase system (PTS) [map02060]	0	0	1	1
lipid	KEGG_pathway	RNA transport [map03013]	0	0	1	1
lipid	KEGG_pathway	Bacterial secretion system [map03070]	0	0	1	1
lipid	KEGG_pathway	PPAR signaling pathway [map03320]	0	0	1	1
lipid	KEGG_pathway	MAPK signaling pathway [map04010]	0	0	1	1
lipid	KEGG_pathway	ErbB signaling pathway [map04012]	0	0	1	1
lipid	KEGG_pathway	Ras signaling pathway [map04014]	0	0	1	1
lipid	KEGG_pathway	Rap1 signaling pathway [map04015]	0	0	1	1
lipid	KEGG_pathway	Calcium signaling pathway [map04020]	0	0	1	1
lipid	KEGG_pathway	cGMP-PKG signaling pathway [map04022]	0	0	1	1
lipid	KEGG_pathway	cAMP signaling pathway [map04024]	0	0	1	1
lipid	KEGG_pathway	Chemokine signaling pathway [map04062]	0	0	1	1
lipid	KEGG_pathway	NF-kappa B signaling pathway [map04064]	0	0	1	1
lipid	KEGG_pathway	HIF-1 signaling pathway [map04066]	0	0	1	1
lipid	KEGG_pathway	FoxO signaling pathway [map04068]	0	0	1	1
lipid	KEGG_pathway	Phosphatidylinositol signaling system [map04070]	0	0	1	1
lipid	KEGG_pathway	Sphingolipid signaling pathway [map04071]	0	4	1	1
lipid	KEGG_pathway	Phospholipase D signaling pathway [map04072]	0	0	1	1
lipid	KEGG_pathway	Plant hormone signal transduction [map04075]	0	0	1	1
lipid	KEGG_pathway	Neuroactive ligand-receptor interaction [map04080]	0	0	1	1
lipid	KEGG_pathway	Cell cycle - yeast [map04111]	0	0	1	1
lipid	KEGG_pathway	Cell cycle - Caulobacter [map04112]	0	0	1	1
lipid	KEGG_pathway	Meiosis - yeast [map04113]	0	0	1	1
lipid	KEGG_pathway	Oocyte meiosis [map04114]	0	0	1	1
lipid	KEGG_pathway	Sulfur relay system [map04122]	0	0	1	1
lipid	KEGG_pathway	Autophagy - other [map04136]	0	6	1	1
lipid	KEGG_pathway	Autophagy - yeast [map04138]	0	6	1	1
lipid	KEGG_pathway	Autophagy - animal [map04140]	0	6	1	1
lipid	KEGG_pathway	Protein processing in endoplasmic reticulum [map04141]	0	0	1	1
lipid	KEGG_pathway	Lysosome [map04142]	0	0	1	1
lipid	KEGG_pathway	Endocytosis [map04144]	0	0	1	1
lipid	KEGG_pathway	Phagosome [map04145]	0	0	1	1
lipid	KEGG_pathway	mTOR signaling pathway [map04150]	0	0	1	1
lipid	KEGG_pathway	PI3K-Akt signaling pathway [map04151]	0	0	1	1
lipid	KEGG_pathway	AMPK signaling pathway [map04152]	0	0	1	1
lipid	KEGG_pathway	Apoptosis [map04210]	0	0	1	1
lipid	KEGG_pathway	Longevity regulating pathway [map04211]	0	0	1	1
lipid	KEGG_pathway	Longevity regulating pathway - worm [map04212]	0	1	1	1
lipid	KEGG_pathway	Longevity regulating pathway - multiple species [map04213]	0	0	1	1
lipid	KEGG_pathway	Apoptosis - fly [map04214]	0	0	1	1
lipid	KEGG_pathway	Ferroptosis [map04216]	0	1	1	1
lipid	KEGG_pathway	Necroptosis [map04217]	0	5	1	1
lipid	KEGG_pathway	Cellular senescence [map04218]	0	0	1	1
lipid	KEGG_pathway	Cardiac muscle contraction [map04260]	0	0	1	1
lipid	KEGG_pathway	Adrenergic signaling in cardiomyocytes [map04261]	0	0	1	1
lipid	KEGG_pathway	Vascular smooth muscle contraction [map04270]	0	1	1	1
lipid	KEGG_pathway	Wnt signaling pathway [map04310]	0	0	1	1
lipid	KEGG_pathway	Hedgehog signaling pathway [map04340]	0	0	1	1
lipid	KEGG_pathway	Axon guidance [map04360]	0	0	1	1
lipid	KEGG_pathway	Axon regeneration [map04361]	0	0	1	1
lipid	KEGG_pathway	VEGF signaling pathway [map04370]	0	0	1	1
lipid	KEGG_pathway	Apelin signaling pathway [map04371]	0	0	1	1
lipid	KEGG_pathway	Osteoclast differentiation [map04380]	0	0	1	1
lipid	KEGG_pathway	Focal adhesion [map04510]	0	0	1	1
lipid	KEGG_pathway	Tight junction [map04530]	0	0	1	1
lipid	KEGG_pathway	Gap junction [map04540]	0	0	1	1
lipid	KEGG_pathway	Complement and coagulation cascades [map04610]	0	0	1	1
lipid	KEGG_pathway	Platelet activation [map04611]	0	1	1	1
lipid	KEGG_pathway	Renin-angiotensin system [map04614]	0	0	1	1
lipid	KEGG_pathway	NOD-like receptor signaling pathway [map04621]	0	0	1	1
lipid	KEGG_pathway	Cytosolic DNA-sensing pathway [map04623]	0	0	1	1
lipid	KEGG_pathway	Toll and Imd signaling pathway [map04624]	0	0	1	1
lipid	KEGG_pathway	C-type lectin receptor signaling pathway [map04625]	0	0	1	1
lipid	KEGG_pathway	Plant-pathogen interaction [map04626]	0	0	1	1
lipid	KEGG_pathway	Natural killer cell mediated cytotoxicity [map04650]	0	0	1	1
lipid	KEGG_pathway	Th1 and Th2 cell differentiation [map04658]	0	0	1	1
lipid	KEGG_pathway	Th17 cell differentiation [map04659]	0	0	1	1
lipid	KEGG_pathway	T cell receptor signaling pathway [map04660]	0	0	1	1
lipid	KEGG_pathway	B cell receptor signaling pathway [map04662]	0	0	1	1
lipid	KEGG_pathway	Fc epsilon RI signaling pathway [map04664]	0	1	1	1
lipid	KEGG_pathway	Fc gamma R-mediated phagocytosis [map04666]	0	1	1	1
lipid	KEGG_pathway	Leukocyte transendothelial migration [map04670]	0	0	1	1
lipid	KEGG_pathway	Intestinal immune network for IgA production [map04672]	0	0	1	1
lipid	KEGG_pathway	Circadian rhythm [map04710]	0	0	1	1
lipid	KEGG_pathway	Circadian entrainment [map04713]	0	0	1	1
lipid	KEGG_pathway	Thermogenesis [map04714]	0	0	1	1
lipid	KEGG_pathway	Long-term potentiation [map04720]	0	0	1	1
lipid	KEGG_pathway	Synaptic vesicle cycle [map04721]	0	0	1	1
lipid	KEGG_pathway	Neurotrophin signaling pathway [map04722]	0	1	1	1
lipid	KEGG_pathway	Glutamatergic synapse [map04724]	0	0	1	1
lipid	KEGG_pathway	Cholinergic synapse [map04725]	0	0	1	1
lipid	KEGG_pathway	Serotonergic synapse [map04726]	0	1	1	1
lipid	KEGG_pathway	GABAergic synapse [map04727]	0	0	1	1
lipid	KEGG_pathway	Dopaminergic synapse [map04728]	0	0	1	1
lipid	KEGG_pathway	Long-term depression [map04730]	0	1	1	1
lipid	KEGG_pathway	Olfactory transduction [map04740]	0	0	1	1
lipid	KEGG_pathway	Taste transduction [map04742]	0	0	1	1
lipid	KEGG_pathway	Phototransduction [map04744]	0	0	1	1
lipid	KEGG_pathway	Inflammatory mediator regulation of TRP channels [map04750]	0	1	1	1
lipid	KEGG_pathway	Regulation of actin cytoskeleton [map04810]	0	0	1	1
lipid	KEGG_pathway	Insulin signaling pathway [map04910]	0	0	1	1
lipid	KEGG_pathway	Insulin secretion [map04911]	0	0	1	1
lipid	KEGG_pathway	GnRH signaling pathway [map04912]	0	1	1	1
lipid	KEGG_pathway	Ovarian steroidogenesis [map04913]	0	1	1	1
lipid	KEGG_pathway	Progesterone-mediated oocyte maturation [map04914]	0	0	1	1
lipid	KEGG_pathway	Estrogen signaling pathway [map04915]	0	0	1	1
lipid	KEGG_pathway	Melanogenesis [map04916]	0	0	1	1
lipid	KEGG_pathway	Prolactin signaling pathway [map04917]	0	0	1	1
lipid	KEGG_pathway	Thyroid hormone synthesis [map04918]	0	0	1	1
lipid	KEGG_pathway	Thyroid hormone signaling pathway [map04919]	0	0	1	1
lipid	KEGG_pathway	Adipocytokine signaling pathway [map04920]	0	1	1	1
lipid	KEGG_pathway	Oxytocin signaling pathway [map04921]	0	1	1	1
lipid	KEGG_pathway	Glucagon signaling pathway [map04922]	0	0	1	1
lipid	KEGG_pathway	Regulation of lipolysis in adipocytes [map04923]	0	1	1	1
lipid	KEGG_pathway	Renin secretion [map04924]	0	0	1	1
lipid	KEGG_pathway	Aldosterone synthesis and secretion [map04925]	0	1	1	1
lipid	KEGG_pathway	Relaxin signaling pathway [map04926]	0	0	1	1
lipid	KEGG_pathway	Cortisol synthesis and secretion [map04927]	0	0	1	1
lipid	KEGG_pathway	Parathyroid hormone synthesis, secretion and action [map04928]	0	0	1	1
lipid	KEGG_pathway	GnRH secretion [map04929]	0	0	1	1
lipid	KEGG_pathway	Type II diabetes mellitus [map04930]	0	0	1	1
lipid	KEGG_pathway	Insulin resistance [map04931]	0	1	1	1
lipid	KEGG_pathway	Non-alcoholic fatty liver disease [map04932]	0	0	1	1
lipid	KEGG_pathway	AGE-RAGE signaling pathway in diabetic complications [map04933]	0	1	1	1
lipid	KEGG_pathway	Cushing syndrome [map04934]	0	0	1	1
lipid	KEGG_pathway	Growth hormone synthesis, secretion and action [map04935]	0	0	1	1
lipid	KEGG_pathway	Type I diabetes mellitus [map04940]	0	0	1	1
lipid	KEGG_pathway	Aldosterone-regulated sodium reabsorption [map04960]	0	0	1	1
lipid	KEGG_pathway	Endocrine and other factor-regulated calcium reabsorption [map04961]	0	0	1	1
lipid	KEGG_pathway	Vasopressin-regulated water reabsorption [map04962]	0	0	1	1
lipid	KEGG_pathway	Proximal tubule bicarbonate reclamation [map04964]	0	0	1	1
lipid	KEGG_pathway	Collecting duct acid secretion [map04966]	0	0	1	1
lipid	KEGG_pathway	Salivary secretion [map04970]	0	0	1	1
lipid	KEGG_pathway	Gastric acid secretion [map04971]	0	0	1	1
lipid	KEGG_pathway	Pancreatic secretion [map04972]	0	0	1	1
lipid	KEGG_pathway	Carbohydrate digestion and absorption [map04973]	0	0	1	1
lipid	KEGG_pathway	Protein digestion and absorption [map04974]	0	0	1	1
lipid	KEGG_pathway	Fat digestion and absorption [map04975]	0	0	1	1
lipid	KEGG_pathway	Bile secretion [map04976]	0	0	1	1
lipid	KEGG_pathway	Vitamin digestion and absorption [map04977]	0	0	1	1
lipid	KEGG_pathway	Mineral absorption [map04978]	0	0	1	1
lipid	KEGG_pathway	Cholesterol metabolism [map04979]	0	0	1	1
lipid	KEGG_pathway	Alzheimer disease [map05010]	0	0	1	1
lipid	KEGG_pathway	Parkinson disease [map05012]	0	0	1	1
lipid	KEGG_pathway	Amyotrophic lateral sclerosis [map05014]	0	0	1	1
lipid	KEGG_pathway	Huntington disease [map05016]	0	0	1	1
lipid	KEGG_pathway	Spinocerebellar ataxia [map05017]	0	0	1	1
lipid	KEGG_pathway	Prion disease [map05020]	0	0	1	1
lipid	KEGG_pathway	Pathways of neurodegeneration - multiple diseases [map05022]	0	0	1	1
lipid	KEGG_pathway	Cocaine addiction [map05030]	0	0	1	1
lipid	KEGG_pathway	Amphetamine addiction [map05031]	0	0	1	1
lipid	KEGG_pathway	Morphine addiction [map05032]	0	0	1	1
lipid	KEGG_pathway	Nicotine addiction [map05033]	0	0	1	1
lipid	KEGG_pathway	Alcoholism [map05034]	0	0	1	1
lipid	KEGG_pathway	Vibrio cholerae infection [map05110]	0	0	1	1
lipid	KEGG_pathway	Biofilm formation - Vibrio cholerae [map05111]	0	0	1	1
lipid	KEGG_pathway	Epithelial cell signaling in Helicobacter pylori infection [map05120]	0	0	1	1
lipid	KEGG_pathway	Pathogenic Escherichia coli infection [map05130]	0	6	1	1
lipid	KEGG_pathway	Shigellosis [map05131]	0	0	1	1
lipid	KEGG_pathway	Salmonella infection [map05132]	0	0	1	1
lipid	KEGG_pathway	Pertussis [map05133]	0	0	1	1
lipid	KEGG_pathway	Legionellosis [map05134]	0	0	1	1
lipid	KEGG_pathway	Yersinia infection [map05135]	0	0	1	1
lipid	KEGG_pathway	Leishmaniasis [map05140]	0	2	1	1
lipid	KEGG_pathway	Chagas disease [map05142]	0	0	1	1
lipid	KEGG_pathway	African trypanosomiasis [map05143]	0	0	1	1
lipid	KEGG_pathway	Malaria [map05144]	0	0	1	1
lipid	KEGG_pathway	Toxoplasmosis [map05145]	0	0	1	1
lipid	KEGG_pathway	Amoebiasis [map05146]	0	1	1	1
lipid	KEGG_pathway	Staphylococcus aureus infection [map05150]	0	0	1	1
