Compound Name	InChiKeys	Pubchem ID	SMILES	pvalue	foldchange
galactonic.acid	RGHNJXZEOKUKBD-MGCNEYSASA-N	128869	C([C@H]([C@@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O	0.69511596547012	0.350549868225554
lactose	GUBGYTABKSRVRQ-QKKXKWKRSA-N	440995	C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O)CO)O)O)O)O	0.449551975170796	-0.515981832002026
glyceric.acid	RBNPOMFGQQGHHO-UWTATZPHSA-N	439194	C([C@H](C(=O)O)O)O	0.478869595148957	0.0814838718627886
pyrrole.2.carboxylic.acid	WRHZVMBBRYBTKZ-UHFFFAOYSA-N	12473	C1=CNC(=C1)C(=O)O	0.329690483799356	-0.126768101169722
lauric.acid	POULHZVOKOAJMA-UHFFFAOYSA-N	3893	CCCCCCCCCCCC(=O)O	0.467876299288854	-0.140388057028707
nicotinic.acid	PVNIIMVLHYAWGP-UHFFFAOYSA-N	938	C1=CC(=CN=C1)C(=O)O	0.41367504582289	0.187762856562649
PC..40.7.	BPUROMFCPFGBOT-ZEGPSQTJSA-N	24778982	CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC	0.028462249303236	0.205905156347518
PE..38.6.	VRBJSZDBPQLNEM-PFTGJCAASA-N	52924646	CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN	0.625482229895949	-0.186509300139585
PC..32.1.	QIBZFHLFHCIUOT-NPBIGWJUSA-N	6443788	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCC	0.0474744707049443	0.235321198509883
PE..p.36.5..or.PE..o.36.6.	RLLOITCRNQRGJD-DFAKUSJGSA-N	52925061	CCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)(O)OCCN)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC	0.103153750438346	0.151597681559492
PC..31.1.	QFVHCMLUKNHDSH-WTWBAFHPSA-N	24778657	CCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCC	0.106861541238242	0.584781646792344
PC..38.5..A	YLWBKBDNHWQEFU-YJXJLLHLSA-N	52923235	CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C	0.0324286691694908	0.256373677074752
PC..30.0.	RFVFQQWKPSOBED-PSXMRANNSA-N	129657	CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C	0.0326521095679023	0.529346448270807
PC..35.3.	AYXGHIQPMDYMJC-AHMBLZLYSA-N	52924614	CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN	0.129286523594257	0.607203827832516
SM..d36.2.	NBEADXWAAWCCDG-QDDWGVBQSA-N	6443882	CCCCCCCCCCCCC/C=C/[C@H]([C@H](COP(=O)([O-])OCC[N+](C)(C)C)NC(=O)CCCCCCC/C=C\CCCCCCCC)O	0.437421698684635	-1.04663386795876
PE..36.4.	DUQDVNACTOXOJA-KTKXOIIHSA-N	52924875	CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN	0.0325185018155758	0.280174792673678
PE..38.6..1	LFGBKOUQHCWBQI-BZGLIJSBSA-N	52924893	CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC	0.550175551256999	-0.197586481892111
PC..p.38.5..or.PC..o.38.6.	ATTCDOPAYPGSLE-LQULQHAGSA-N	53479121	CCCCCCCC/C=C\CCCCCC/C=C\OC(COC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C	0.0623510525413984	0.281644703200516
PE..p.38.6..or.PE..o.38.7.	WVGALBKSWOUIEZ-XNHMFJFDSA-N	5283497	CCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)(O)OCCN)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC	0.0892925137753269	0.0663470604792487
PC..39.6.	QMCWOGICYCFNBF-BWHZRABLSA-N	52922637	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCC)COP(=O)([O-])OCC[N+](C)(C)C	0.0301956412967783	0.545475896643493
PC..34.2..1	JLPULHDHAOZNQI-ZTIMHPMXSA-N	5287971	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC	0.0887300614354978	0.3633579759386
PC..31.0.	NPGWXTIWUUFYAB-DIPNUNPCSA-N	24778680	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCC	0.0410644702984509	0.428465145896002
PC..40.6..A	KZSXWBSDQDXESU-PPEVQBTRSA-N	52923579	CCCCC/C=C\C/C=C\CCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC	0.118593586931758	0.552556038711948
PC..36.3..B	WZCLAXMADUBPSG-RIXBAXMTSA-	52922657	CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC	0.249184569660928	0.0818414510916483
PC..p.36.3..or.PC..o.36.4.	SOUZQPFUXRVDGK-KCTKZSJBSA-N	53481701	CCCCCCCCCCCCCCCCOC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC	0.18463562680582	0.105022909820098
PE..p.36.4..or.PE..o.36.5.	UUYSKERSKRMYME-MAIXUNBTSA-N	52925126	CCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)(O)OCCN)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC	0.0695004647739652	0.198243947130134
PC..p.38.5..or.PC..o.38.6..1	FAKYQMLQEAQOLK-LHZZQLRFSA-N	53480695	CCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC	0.0707716423987837	0.366716858520643
PC..p.38.4..or.PC..o.38.5..A	DBQMOXDLWKVKKG-REWQMPQJSA-N	53480761	CCCCCC/C=C\CCCCCCCC/C=C\OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC	0.151294321010772	0.146649226276574
PE..34.2.	HBZNVZIRJWODIB-NHCUFCNUSA-N	9546747	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC	0.579296861488795	0.0231314438645054
PE..p.38.5..or.PE..o.38.6.	KCNBSSYOJRUKOM-JALPNNRCSA-N	52925089	CCCCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)(O)OCCN)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC	0.111821234952033	0.248495572392429
PC..p.36.4..or.PC..o.36.5.	RWVKPDIHPPTVRQ-HWGQMOSASA-N	53480747	CCCCCC/C=C\CCCCCCCC/C=C\OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC	0.124570281054572	0.376437170806589
PC..37.4.	QRPUCJXFPYFTMB-FBFLODOBSA-N	52922853	CCCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C	0.070193378637698	0.409531323200733
PC..32.0.	KILNVBDSWZSGLL-KXQOOQHDSA-N	452110	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC	0.113169682983493	0.0641374840206019
PC..34.1.	WTJKGGKOPKCXLL-VYOBOKEXSA-N	5497103	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC	0.775491668848363	-0.673414826922363
PE..p.36.4..or.PE..o.36.5..1	ADWDFBQPQIEGRZ-XBICFDGKSA-N	53480870	CCCCCC/C=C\CCCCCCCC/C=C\OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC	0.0688329526634538	0.296168028223367
Ceramide..d34.1.	YDNKGFDKKRUKPY-TURZORIXSA-N	5283564	CCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@@H](/C=C/CCCCCCCCCCCCC)O	0.957779381366603	-0.0999704994296788
PE..p.38.5..or.PE..o.38.6..1	IQSPCSIULMCRPM-ZAJUHDLGSA-N	53479831	CCCCCCCC/C=C\CCCCCC/C=C\O[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OCCN	0.110866341892173	0.289610294008924
SM..d38.2.	MDRFMTLYKHBJTF-NQYLGBTJSA-N	52931179	CCCCCCCCCCCCC/C=C/[C@H]([C@H](COP(=O)([O-])OCC[N+](C)(C)C)NC(=O)CCCCCCCCC/C=C\CCCCCCCC)O	0.393630014293009	-1.64250965546508
PE..38.4..B	ANRKEHNWXKCXDB-BHFWLYLHSA-N	5289133	CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC	0.0992528227857411	0.204927917119658
PC..p.32.0..or.PC..o.32.1.	KEVGQWGZKKFGDC-JCUPVDEDSA-N	53478671	CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)O/C=C\CCCCCCCCCCCCCC	0.69735329475393	-0.150411464489869
pelargonic.acid	FBUKVWPVBMHYJY-UHFFFAOYSA-N	8158	CCCCCCCCC(=O)O	0.660307239303484	0.102916413100726
xylitol	HEBKCHPVOIAQTA-NGQZWQHPSA-N	6912	C([C@H](C([C@H](CO)O)O)O)O	0.804195318299905	-2.06049540013432
glycine	DHMQDGOQFOQNFH-UHFFFAOYSA-N	750	C(C(=O)O)N	0.585957786943512	0.0595086558100206
PC..40.5..A	IJTJDJOOHZVSAC-NDRUHXFFSA-N	53479083	CCCCCCCC/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C	0.13931812832298	0.446808555335078
PC..p.34.1..or.PC..o.34.2..B	MBRHHFWRXQYYAN-RTVLTNFHSA-N	53480735	CCCCCCCCCCCCCCCC(=O)OC(CO/C=C\CCCCCCCC/C=C\CCCCCC)COP(=O)([O-])OCC[N+](C)(C)C	0.130044862644559	0.168285552726941
PC..o.32.0.	SVWBXNAUENUONE-LDLOPFEMSA-N	173570	CCCCCCCCCCCCCCCCO[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C	0.423834993348701	-0.291310848547589
PC..p.34.0..or.PC..o.34.1.	QCGUXAIDEOWPBV-SNKLRXETSA-N	53481719	CCCCCCCCCCCCCCCC(=O)O[C@H](COCCCCCCCCCC/C=C\CCCCCC)COP(=O)([O-])OCC[N+](C)(C)C	0.0440959311583048	0.296606528509088
PE..p.40.5..or.PE..o.40.6.	DZPHTQGGRSWHLG-USOCFQKQSA-N	53480884	CCCCCC/C=C\CCCCCCCC/C=C\OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC	0.932018331821904	-0.315097733030491
PE..p.36.2..or.PE..o.36.3.	XVXISDREVDGQPX-PISDLAQISA-N	52925079	CCCCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC	0.150058732801709	0.338592164964215
PE..p.38.3..or.PE..o.38.4.	YHSWSUHZIXJBHZ-OWTAGOBYSA-N	52924972	CCCCCCCCCCCCCCCCOC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC	0.997688934705452	0.0226441519027212
PE..p.38.4..or.PE..o.38.5.	ZTZQZGHJLWFLFQ-VZBWJDOASA-N	53480855	CCCCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC	0.195428945035686	0.493680803978901
PE..p.40.5..or.PE..o.40.6..1	HHQFKPJXVYWLLJ-ABYSKWQHSA-N	53480857	CCCCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)(O)OCCN)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC	0.54737396572896	0.0812947561657431
PE..p.36.2..or.PE..o.36.3..1	CFANDHZPOSNKNO-UDHSZFGOSA-N	53480897	CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](CO/C=C\CCCCCC/C=C\CCCCCCCC)COP(=O)(O)OCCN	0.225130829492084	0.290045572436181
DG..38.5.	GRGDLDNREYVILP-CNWVQWJYSA-N	9543784	CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC	0.451567969174061	-0.162108241434531
PE..p.36.1..or.PE..o.36.2.	OBAAWAYLQLYWNN-KHFVPPDWSA-N	53480895	CCCCCCCCCCCCCCCCCC(=O)O[C@H](CO/C=C\CCCCCC/C=C\CCCCCCCC)COP(=O)(O)OCCN	0.118423873029616	0.0990812567722994
lactitol	VQHSOMBJVWLPSR-JVCRWLNRSA-N	157355	C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@H](CO)O)O)O)O)O)O	0.117012905604753	0.127881957618925
ciliatine	QQVDJLLNRSOCEL-UHFFFAOYSA-N	339	C(CP(=O)(O)O)N	0.293879395299184	0.905471064616066
X2.hydroxypyrazinyl.2.propenoic.acid.ethyl.ester.NIST	WFZVBCSNPDDHDI-FNORWQNLSA-N	5371086	CCOC(=O)C(=O)C=C1C=NC=CN1	0.499251272866973	-0.180944228722996
fructose.6.phosphate	BGWGXPAPYGQALX-ARQDHWQXSA-N	440641	C([C@@H]1[C@H]([C@@H]([C@](O1)(CO)O)O)O)OP(=O)(O)O	0.930262587205121	-0.0328226558944467
lactulose	JCQLYHFGKNRPGE-FCVZTGTOSA-N	11333	C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@@]([C@H]2O)(CO)O)CO)O)O)O)O	0.313652770461335	0.271316551126789
arachidonic.acid	YZXBAPSDXZZRGB-DOFZRALJSA-N	444899	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O	0.909052094884814	0.243193268215574
X1.monostearin	VBICKXHEKHSIBG-UHFFFAOYSA-N	24699	CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O	0.725768797929642	-0.0314564831301016
caprylic.acid	WWZKQHOCKIZLMA-UHFFFAOYSA-N	119389	CCCCCCCC(=O)[O-]	0.623601474219894	-0.0677324045939667
capric.acid	GHVNFZFCNZKVNT-UHFFFAOYSA-N	2969	CCCCCCCCCC(=O)O	0.326932250920943	-0.156838983570086
gluconic.acid	RGHNJXZEOKUKBD-QTBDOELSSA-N	6857417	C([C@@H]([C@H]([C@@H]([C@@H](C(=O)O)O)O)O)O)O	0.954141713118582	0.136064914850948
aspartic.acid	CKLJMWTZIZZHCS-REOHCLBHSA-N	5960	C([C@@H](C(=O)O)N)C(=O)O	0.289498460217328	0.617680862630953
maltotriose	FYGDTMLNYKFZSV-DZOUCCHMSA-N	439586	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](OC([C@@H]([C@H]3O)O)O)CO)CO)O)O)O)O	0.881673911282993	0.0448340598714161
inosine	UGQMRVRMYYASKQ-KQYNXXCUSA-N	6021	C1=NC(=O)C2=C(N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O	0.284726230013184	0.71844498076978
X4.hydroxybutyric.acid	SJZRECIVHVDYJC-UHFFFAOYSA-N	10413	C(CC(=O)O)CO	0.0597121633284039	-0.159264038140959
thymidine	IQFYYKKMVGJFEH-XLPZGREQSA-N	5789	CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O	0.26192206893374	-0.501137254828528
dehydroabietic.acid	NFWKVWVWBFBAOV-MISYRCLQSA-N	94391	CC(C)C1=CC2=C(C=C1)[C@]3(CCC[C@@]([C@@H]3CC2)(C)C(=O)O)C	0.280227821875956	0.496561872867545
leucine	ROHFNLRQFUQHCH-YFKPBYRVSA-N	6106	CC(C)C[C@@H](C(=O)O)N	0.454471485210851	-0.214274829124836
octadecanol	GLDOVTGHNKAZLK-UHFFFAOYSA-N	8221	CCCCCCCCCCCCCCCCCCO	0.689943738942638	-0.0837334898256756
